t,marker,ok,dt_ms,roll_deg,pitch_deg,yaw_deg,gx,gy,gz,L_roll_deg,L_pitch_deg,L_yaw_deg,R_roll_deg,R_pitch_deg,R_yaw_deg,disagree_deg,Lq0,Lq1,Lq2,Lq3,Rq0,Rq1,Rq2,Rq3,Fq0,Fq1,Fq2,Fq3,Lgx,Lgy,Lgz,Rgx,Rgy,Rgz
47.6841,0,1,100.75,-38.058,-1.085,-2.655,-0.00033,0.00030,0.00024,0.622,-0.205,-5.165,-76.738,-0.204,-0.145,77.479,0.998969,0.005339,-0.002027,-0.045048,0.784024,-0.620727,-0.000609,-0.002102,0.944985,-0.326155,-0.001397,-0.024989,0.00066,0.00111,-0.00080,-0.00131,-0.00052,0.00128
47.6944,0,1,10.22,-38.058,-1.085,-2.655,-0.00033,0.00030,0.00024,0.622,-0.205,-5.165,-76.738,-0.204,-0.145,77.479,0.998969,0.005339,-0.002027,-0.045048,0.784024,-0.620727,-0.000609,-0.002102,0.944985,-0.326155,-0.001397,-0.024989,0.00066,0.00111,-0.00080,-0.00131,-0.00052,0.00128
47.9920,0,1,297.60,-38.056,-1.082,-2.649,0.00087,0.00043,0.00116,0.626,-0.206,-5.160,-76.738,-0.196,-0.141,77.483,0.998970,0.005373,-0.002040,-0.045002,0.784029,-0.620721,-0.000576,-0.002030,0.944993,-0.326136,-0.001386,-0.024927,0.00092,0.00164,0.00133,0.00083,-0.00078,0.00100
48.0232,0,1,31.26,-38.055,-1.081,-2.650,0.00101,0.00016,-0.00017,0.627,-0.204,-5.161,-76.738,-0.196,-0.141,77.485,0.998970,0.005389,-0.002021,-0.045016,0.784029,-0.620721,-0.000576,-0.002030,0.944996,-0.326128,-0.001376,-0.024935,0.00118,0.00111,-0.00134,0.00083,-0.00078,0.00100
48.3064,0,1,283.20,-38.050,-1.081,-2.649,0.00058,-0.00117,0.00049,0.628,-0.210,-5.155,-76.727,-0.194,-0.149,77.474,0.998972,0.005393,-0.002076,-0.044963,0.784086,-0.620648,-0.000522,-0.002067,0.945012,-0.326082,-0.001377,-0.024925,0.00063,-0.00235,0.00051,0.00053,0.00000,0.00046
48.3176,0,1,11.14,-38.051,-1.081,-2.650,-0.00088,-0.00064,-0.00098,0.626,-0.210,-5.158,-76.727,-0.194,-0.149,77.472,0.998971,0.005372,-0.002079,-0.044986,0.784086,-0.620648,-0.000522,-0.002067,0.945008,-0.326092,-0.001379,-0.024938,-0.00230,-0.00128,-0.00242,0.00053,0.00000,0.00046
48.8986,0,1,581.00,-38.050,-1.081,-2.647,0.00071,-0.00103,-0.00018,0.624,-0.211,-5.155,-76.724,-0.192,-0.145,77.467,0.998972,0.005358,-0.002087,-0.044959,0.784104,-0.620626,-0.000532,-0.002033,0.945011,-0.326086,-0.001388,-0.024906,0.00117,-0.00101,0.00158,0.00025,-0.00106,-0.00195
48.9145,0,1,15.91,-38.058,-1.078,-2.644,0.00005,0.00003,-0.00019,0.615,-0.204,-5.155,-76.731,-0.192,-0.138,77.466,0.998973,0.005285,-0.002020,-0.044957,0.784067,-0.620673,-0.000562,-0.001985,0.944990,-0.326148,-0.001368,-0.024878,-0.00070,0.00005,0.00051,0.00080,0.00002,-0.00089
49.6072,0,1,692.71,-38.067,-1.084,-2.645,-0.00088,-0.00076,0.00009,0.605,-0.209,-5.155,-76.739,-0.199,-0.139,77.463,0.998973,0.005189,-0.002064,-0.044956,0.784022,-0.620729,-0.000608,-0.002031,0.944962,-0.326227,-0.001416,-0.024903,-0.00096,-0.00048,-0.00136,-0.00079,-0.00104,0.00153
49.7219,0,1,114.68,-38.069,-1.090,-2.640,-0.00087,-0.00062,-0.00018,0.603,-0.217,-5.149,-76.741,-0.203,-0.135,77.463,0.998976,0.005175,-0.002125,-0.044905,0.784010,-0.620744,-0.000658,-0.002029,0.944957,-0.326243,-0.001475,-0.024874,-0.00175,-0.00073,0.00130,0.00001,-0.00050,-0.00167
50.1270,0,1,405.17,-38.065,-1.090,-2.636,0.00139,-0.00101,0.00061,0.606,-0.216,-5.140,-76.737,-0.208,-0.134,77.461,0.998979,0.005202,-0.002120,-0.044832,0.784033,-0.620716,-0.000697,-0.002047,0.944969,-0.326213,-0.001493,-0.024846,0.00118,-0.00180,0.00075,0.00161,-0.00023,0.00048
50.1513,0,1,24.29,-38.068,-1.092,-2.633,-0.00114,-0.00020,-0.00032,0.603,-0.214,-5.138,-76.739,-0.212,-0.129,77.460,0.998980,0.005169,-0.002102,-0.044811,0.784018,-0.620734,-0.000754,-0.002032,0.944960,-0.326239,-0.001514,-0.024826,-0.00175,-0.00098,-0.00139,-0.00053,0.00059,0.00076
50.4507,0,1,299.37,-38.074,-1.086,-2.632,0.00127,-0.00046,-0.00046,0.591,-0.216,-5.143,-76.738,-0.196,-0.127,77.448,0.998978,0.005066,-0.002111,-0.044857,0.784027,-0.620723,-0.000657,-0.001931,0.944946,-0.326282,-0.001467,-0.024796,0.00067,-0.00098,-0.00085,0.00187,0.00005,-0.00007
50.7418,0,1,291.14,-38.073,-1.085,-2.632,0.00046,0.00100,0.00007,0.591,-0.215,-5.144,-76.737,-0.195,-0.128,77.446,0.998978,0.005064,-0.002105,-0.044862,0.784035,-0.620714,-0.000644,-0.001932,0.944948,-0.326277,-0.001457,-0.024800,-0.00040,0.00089,-0.00058,0.00133,0.00112,0.00073
50.7706,0,1,28.76,-38.082,-1.087,-2.632,-0.00045,-0.00060,0.00048,0.584,-0.220,-5.149,-76.746,-0.191,-0.126,77.450,0.998976,0.005005,-0.002148,-0.044904,0.783981,-0.620782,-0.000624,-0.001891,0.944924,-0.326347,-0.001469,-0.024801,-0.00065,-0.00018,0.00077,-0.00025,-0.00102,0.00018
50.8049,0,1,34.35,-38.081,-1.089,-2.631,0.00008,-0.00019,0.00008,0.583,-0.225,-5.148,-76.745,-0.191,-0.127,77.448,0.998977,0.004997,-0.002191,-0.044900,0.783988,-0.620773,-0.000619,-0.001900,0.944924,-0.326345,-0.001490,-0.024803,0.00095,-0.00017,0.00023,-0.00079,-0.00022,-0.00008
51.0717,0,1,266.80,-38.076,-1.085,-2.635,-0.00059,0.00020,-0.00033,0.595,-0.224,-5.152,-76.746,-0.184,-0.133,77.460,0.998975,0.005098,-0.002185,-0.044930,0.783985,-0.620777,-0.000539,-0.001907,0.944939,-0.326300,-0.001444,-0.024823,0.00041,-0.00098,-0.00083,-0.00159,0.00137,0.00017
51.0785,0,1,6.74,-38.076,-1.084,-2.636,-0.00046,0.00113,-0.00019,0.595,-0.222,-5.152,-76.746,-0.184,-0.133,77.460,0.998975,0.005099,-0.002165,-0.044935,0.783985,-0.620777,-0.000539,-0.001907,0.944939,-0.326299,-0.001433,-0.024826,0.00067,0.00089,-0.00056,-0.00159,0.00137,0.00017
51.3718,0,1,293.38,-38.078,-1.084,-2.635,0.00114,0.00127,-0.00113,0.588,-0.219,-5.154,-76.742,-0.184,-0.128,77.450,0.998974,0.005038,-0.002143,-0.044953,0.784002,-0.620755,-0.000567,-0.001876,0.944934,-0.326315,-0.001436,-0.024818,0.00121,0.00142,-0.00136,0.00108,0.00111,-0.00090
51.3808,0,1,8.94,-38.078,-1.083,-2.635,-0.00006,0.00180,-0.00033,0.587,-0.217,-5.154,-76.742,-0.184,-0.128,77.449,0.998974,0.005030,-0.002126,-0.044950,0.784002,-0.620755,-0.000567,-0.001876,0.944933,-0.326319,-0.001427,-0.024816,-0.00119,0.00249,0.00024,0.00108,0.00111,-0.00090
51.4308,0,1,50.01,-38.075,-1.084,-2.634,0.00114,-0.00034,-0.00060,0.589,-0.219,-5.154,-76.739,-0.185,-0.126,77.449,0.998974,0.005053,-0.002139,-0.044951,0.784019,-0.620733,-0.000587,-0.001863,0.944941,-0.326295,-0.001445,-0.024810,0.00201,-0.00099,-0.00109,0.00027,0.00032,-0.00010
51.5691,0,1,138.27,-38.074,-1.088,-2.637,0.00034,0.00020,-0.00126,0.589,-0.222,-5.155,-76.736,-0.191,-0.128,77.445,0.998974,0.005052,-0.002163,-0.044963,0.784036,-0.620712,-0.000613,-0.001914,0.944945,-0.326283,-0.001471,-0.024844,0.00041,-0.00125,-0.00216,0.00026,0.00165,-0.00036
51.5815,0,1,12.45,-38.073,-1.092,-2.637,-0.00033,0.00007,-0.00072,0.591,-0.228,-5.158,-76.736,-0.191,-0.128,77.446,0.998972,0.005060,-0.002221,-0.044983,0.784036,-0.620712,-0.000613,-0.001914,0.944946,-0.326279,-0.001502,-0.024854,-0.00092,-0.00150,-0.00108,0.00026,0.00165,-0.00036
51.6872,0,1,105.71,-38.073,-1.090,-2.639,-0.00153,-0.00087,-0.00005,0.590,-0.224,-5.159,-76.736,-0.191,-0.131,77.446,0.998972,0.005059,-0.002185,-0.044991,0.784036,-0.620712,-0.000602,-0.001930,0.944945,-0.326279,-0.001477,-0.024867,-0.00173,-0.00098,-0.00001,-0.00134,-0.00076,-0.00009
51.6918,0,1,4.61,-38.074,-1.089,-2.638,-0.00006,-0.00100,0.00035,0.590,-0.224,-5.158,-76.736,-0.191,-0.130,77.446,0.998972,0.005056,-0.002185,-0.044986,0.784036,-0.620712,-0.000602,-0.001922,0.944945,-0.326281,-0.001477,-0.024860,-0.00012,-0.00150,0.00025,-0.00000,-0.00049,0.00044
51.9826,0,1,290.80,-38.074,-1.088,-2.634,0.00007,0.00007,0.00007,0.592,-0.220,-5.153,-76.739,-0.192,-0.126,77.451,0.998974,0.005073,-0.002150,-0.044941,0.784019,-0.620734,-0.000631,-0.001903,0.944944,-0.326285,-0.001474,-0.024826,-0.00093,-0.00017,0.00051,0.00107,0.00032,-0.00036
51.9870,0,1,4.34,-38.074,-1.088,-2.634,0.00007,0.00007,0.00007,0.592,-0.220,-5.153,-76.739,-0.192,-0.126,77.451,0.998974,0.005073,-0.002150,-0.044941,0.784019,-0.620734,-0.000631,-0.001903,0.944944,-0.326285,-0.001474,-0.024826,-0.00093,-0.00017,0.00051,0.00107,0.00032,-0.00036
52.0397,0,1,52.75,-38.076,-1.088,-2.635,0.00007,-0.00020,-0.00086,0.589,-0.219,-5.153,-76.740,-0.192,-0.126,77.449,0.998975,0.005049,-0.002141,-0.044939,0.784017,-0.620736,-0.000634,-0.001906,0.944940,-0.326298,-0.001470,-0.024826,0.00068,0.00009,-0.00029,-0.00053,-0.00049,-0.00143
52.5845,0,1,544.77,-38.077,-1.089,-2.636,0.00074,0.00047,-0.00019,0.593,-0.224,-5.147,-76.747,-0.196,-0.134,77.458,0.998977,0.005079,-0.002186,-0.044889,0.783980,-0.620783,-0.000610,-0.001979,0.944935,-0.326312,-0.001482,-0.024840,0.00120,0.00037,-0.00084,0.00028,0.00057,0.00045
52.6131,0,1,28.60,-38.077,-1.087,-2.637,0.00114,-0.00060,-0.00060,0.591,-0.226,-5.152,-76.743,-0.188,-0.135,77.453,0.998975,0.005062,-0.002202,-0.044933,0.783999,-0.620759,-0.000560,-0.001941,0.944936,-0.326306,-0.001464,-0.024842,0.00093,0.00064,-0.00056,0.00135,-0.00184,-0.00063
52.9091,0,1,296.01,-38.073,-1.083,-2.629,0.00006,0.00021,0.00085,0.596,-0.222,-5.144,-76.740,-0.185,-0.128,77.455,0.998978,0.005109,-0.002168,-0.044861,0.784015,-0.620739,-0.000568,-0.001877,0.944950,-0.326271,-0.001450,-0.024770,0.00039,0.00278,0.00209,-0.00027,-0.00237,-0.00038
52.9137,0,1,4.61,-38.072,-1.083,-2.629,0.00033,-0.00060,-0.00008,0.597,-0.221,-5.143,-76.740,-0.185,-0.128,77.457,0.998978,0.005120,-0.002158,-0.044859,0.784015,-0.620739,-0.000568,-0.001877,0.944952,-0.326266,-0.001445,-0.024769,0.00092,0.00117,0.00022,-0.00027,-0.00237,-0.00038
53.2141,0,1,300.42,-38.071,-1.083,-2.633,0.00073,0.00006,-0.00088,0.599,-0.217,-5.145,-76.741,-0.189,-0.131,77.459,0.998977,0.005135,-0.002127,-0.044875,0.784012,-0.620743,-0.000581,-0.001923,0.944953,-0.326262,-0.001435,-0.024802,0.00226,0.00063,0.00049,-0.00080,-0.00050,-0.00224
53.4579,0,1,243.80,-38.071,-1.084,-2.633,0.00006,-0.00074,0.00006,0.599,-0.219,-5.144,-76.741,-0.190,-0.131,77.460,0.998978,0.005139,-0.002146,-0.044865,0.784009,-0.620746,-0.000591,-0.001928,0.944953,-0.326261,-0.001451,-0.024799,0.00039,-0.00098,0.00102,-0.00026,-0.00050,-0.00091
53.5181,0,1,60.15,-38.066,-1.082,-2.631,0.00098,0.00019,-0.00021,0.598,-0.214,-5.141,-76.730,-0.191,-0.129,77.447,0.998979,0.005130,-0.002095,-0.044839,0.784071,-0.620667,-0.000609,-0.001915,0.944969,-0.326218,-0.001433,-0.024778,-0.00042,0.00088,0.00075,0.00238,-0.00049,-0.00118
53.6092,0,1,91.10,-38.066,-1.081,-2.631,-0.00009,-0.00021,-0.00035,0.599,-0.211,-5.141,-76.730,-0.192,-0.128,77.449,0.998979,0.005143,-0.002074,-0.044835,0.784070,-0.620669,-0.000624,-0.001914,0.944970,-0.326213,-0.001430,-0.024776,0.00011,0.00087,0.00022,-0.00029,-0.00129,-0.00091
53.6186,0,1,9.43,-38.067,-1.080,-2.632,0.00005,0.00099,0.00086,0.601,-0.210,-5.140,-76.734,-0.192,-0.130,77.454,0.998979,0.005160,-0.002063,-0.044830,0.784049,-0.620696,-0.000612,-0.001926,0.944968,-0.326221,-0.001417,-0.024780,0.00118,0.00113,0.00102,-0.00108,0.00084,0.00070
54.1232,0,1,504.57,-38.069,-1.077,-2.632,0.00005,0.00005,0.00005,0.596,-0.207,-5.137,-76.734,-0.192,-0.132,77.449,0.998981,0.005113,-0.002035,-0.044807,0.784050,-0.620694,-0.000600,-0.001941,0.944961,-0.326242,-0.001396,-0.024775,-0.00041,0.00033,0.00021,0.00052,-0.00023,-0.00010
54.4438,0,1,320.61,-38.079,-1.079,-2.632,0.00020,0.00045,-0.00034,0.586,-0.205,-5.135,-76.743,-0.198,-0.131,77.448,0.998982,0.005026,-0.002012,-0.044788,0.783998,-0.620760,-0.000644,-0.001971,0.944932,-0.326323,-0.001408,-0.024781,0.00040,-0.00022,0.00020,-0.00000,0.00111,-0.00089
54.7495,0,1,305.65,-38.081,-1.077,-2.632,0.00114,-0.00009,0.00072,0.580,-0.204,-5.138,-76.742,-0.194,-0.129,77.442,0.998981,0.004980,-0.002003,-0.044809,0.784006,-0.620750,-0.000624,-0.001934,0.944927,-0.326339,-0.001392,-0.024772,0.00015,-0.00022,0.00181,0.00213,0.00004,-0.00036
54.7625,0,1,13.07,-38.077,-1.079,-2.635,0.00153,-0.00009,-0.00020,0.585,-0.205,-5.146,-76.739,-0.193,-0.128,77.444,0.998977,0.005021,-0.002013,-0.044886,0.784019,-0.620733,-0.000626,-0.001916,0.944936,-0.326310,-0.001399,-0.024803,0.00121,0.00004,-0.00191,0.00185,-0.00022,0.00150
55.0570,0,1,294.44,-38.072,-1.083,-2.633,-0.00048,-0.00022,-0.00073,0.596,-0.201,-5.145,-76.741,-0.202,-0.121,77.457,0.998978,0.005117,-0.001990,-0.044869,0.784010,-0.620744,-0.000726,-0.001920,0.944950,-0.326271,-0.001439,-0.024797,-0.00041,0.00003,0.00049,-0.00055,-0.00047,-0.00195
55.0612,0,1,4.21,-38.072,-1.083,-2.633,-0.00034,0.00045,-0.00046,0.597,-0.201,-5.145,-76.742,-0.202,-0.122,77.459,0.998977,0.005129,-0.001990,-0.044875,0.784005,-0.620751,-0.000723,-0.001926,0.944950,-0.326269,-0.001438,-0.024804,0.00040,0.00029,-0.00058,-0.00108,0.00060,-0.00035
55.3676,0,1,306.43,-38.070,-1.089,-2.626,-0.00048,-0.00008,0.00114,0.604,-0.208,-5.139,-76.743,-0.206,-0.115,77.466,0.998980,0.005183,-0.002051,-0.044817,0.784000,-0.620758,-0.000790,-0.001902,0.944959,-0.326248,-0.001506,-0.024760,0.00093,0.00029,-0.00006,-0.00188,-0.00045,0.00233
55.3756,0,1,7.99,-38.069,-1.089,-2.626,-0.00048,0.00018,0.00154,0.605,-0.208,-5.138,-76.743,-0.206,-0.115,77.467,0.998980,0.005192,-0.002051,-0.044809,0.784000,-0.620758,-0.000790,-0.001902,0.944960,-0.326244,-0.001505,-0.024756,0.00093,0.00082,0.00074,-0.00188,-0.00045,0.00233
55.6712,0,1,295.55,-38.070,-1.087,-2.624,-0.00181,0.00085,0.00046,0.605,-0.210,-5.132,-76.744,-0.204,-0.119,77.468,0.998982,0.005192,-0.002071,-0.044758,0.783992,-0.620768,-0.000753,-0.001916,0.944959,-0.326249,-0.001497,-0.024737,-0.00174,0.00109,0.00073,-0.00188,0.00060,0.00019
56.2845,0,1,613.34,-38.064,-1.087,-2.629,0.00018,0.00110,-0.00087,0.609,-0.216,-5.133,-76.737,-0.203,-0.130,77.464,0.998981,0.005223,-0.002118,-0.044769,0.784032,-0.620717,-0.000687,-0.001988,0.944974,-0.326203,-0.001487,-0.024781,-0.00042,0.00189,-0.00087,0.00078,0.00032,-0.00087
56.2900,0,1,5.51,-38.064,-1.088,-2.626,-0.00009,0.00017,0.00046,0.611,-0.220,-5.128,-76.738,-0.202,-0.129,77.466,0.998983,0.005237,-0.002156,-0.044726,0.784026,-0.620724,-0.000679,-0.001978,0.944975,-0.326201,-0.001503,-0.024753,0.00065,0.00029,-0.00034,-0.00082,0.00005,0.00127
56.5936,0,1,303.57,-38.065,-1.087,-2.632,0.00058,-0.00091,-0.00034,0.611,-0.224,-5.128,-76.740,-0.201,-0.145,77.469,0.998983,0.005243,-0.002191,-0.044725,0.784014,-0.620740,-0.000589,-0.002080,0.944972,-0.326207,-0.001473,-0.024806,0.00038,-0.00157,-0.00034,0.00078,-0.00025,-0.00033
56.6045,0,1,10.94,-38.066,-1.086,-2.631,-0.00142,-0.00038,0.00113,0.610,-0.224,-5.127,-76.742,-0.199,-0.144,77.469,0.998984,0.005231,-0.002190,-0.044718,0.784003,-0.620753,-0.000583,-0.002064,0.944967,-0.326221,-0.001470,-0.024794,-0.00122,-0.00023,0.00072,-0.00162,-0.00052,0.00154
56.8995,0,1,294.93,-38.073,-1.088,-2.634,-0.00007,0.00149,-0.00007,0.609,-0.229,-5.134,-76.754,-0.196,-0.146,77.480,0.998981,0.005220,-0.002233,-0.044777,0.783942,-0.620830,-0.000551,-0.002059,0.944948,-0.326273,-0.001475,-0.024823,-0.00041,0.00111,-0.00060,0.00028,0.00188,0.00046
56.9100,0,1,10.54,-38.074,-1.087,-2.635,-0.00153,0.00149,-0.00007,0.609,-0.229,-5.134,-76.757,-0.195,-0.148,77.483,0.998981,0.005220,-0.002233,-0.044777,0.783925,-0.620851,-0.000532,-0.002067,0.944944,-0.326286,-0.001466,-0.024827,-0.00041,0.00111,-0.00060,-0.00265,0.00188,0.00046
57.2100,0,1,300.04,-38.075,-1.085,-2.633,0.00007,0.00002,0.00046,0.608,-0.229,-5.128,-76.756,-0.193,-0.150,77.481,0.998983,0.005211,-0.002237,-0.044728,0.783928,-0.620848,-0.000510,-0.002073,0.944944,-0.326288,-0.001456,-0.024804,-0.00042,-0.00076,0.00072,0.00056,0.00080,0.00019
57.2224,0,1,12.40,-38.075,-1.085,-2.633,-0.00020,0.00042,-0.00034,0.607,-0.230,-5.129,-76.756,-0.193,-0.150,77.480,0.998983,0.005201,-0.002238,-0.044736,0.783928,-0.620848,-0.000510,-0.002073,0.944942,-0.326292,-0.001456,-0.024809,-0.00095,0.00004,-0.00088,0.00056,0.00080,0.00019
57.5232,0,1,300.78,-38.080,-1.081,-2.631,0.00048,0.00056,0.00085,0.599,-0.228,-5.131,-76.758,-0.185,-0.145,77.474,0.998982,0.005135,-0.002221,-0.044754,0.783920,-0.620858,-0.000477,-0.001996,0.944930,-0.326331,-0.001430,-0.024778,0.00040,0.00164,-0.00034,0.00056,-0.00053,0.00204
57.5271,0,1,3.83,-38.081,-1.081,-2.630,-0.00099,0.00016,0.00005,0.598,-0.225,-5.131,-76.759,-0.186,-0.143,77.474,0.998983,0.005123,-0.002196,-0.044747,0.783914,-0.620866,-0.000495,-0.001989,0.944927,-0.326341,-0.001426,-0.024770,-0.00094,0.00217,0.00073,-0.00104,-0.00186,-0.00063
57.6119,0,1,84.82,-38.080,-1.083,-2.627,-0.00072,-0.00050,0.00005,0.601,-0.224,-5.128,-76.759,-0.190,-0.139,77.478,0.998984,0.005148,-0.002189,-0.044722,0.783911,-0.620870,-0.000546,-0.001980,0.944930,-0.326331,-0.001449,-0.024752,0.00013,-0.00103,0.00099,-0.00157,0.00002,-0.00089
57.7049,0,1,93.03,-38.079,-1.082,-2.628,0.00061,-0.00064,0.00045,0.601,-0.225,-5.127,-76.757,-0.189,-0.142,77.476,0.998984,0.005153,-0.002195,-0.044712,0.783921,-0.620857,-0.000528,-0.001993,0.944934,-0.326321,-0.001443,-0.024754,0.00039,-0.00103,0.00099,0.00083,-0.00025,-0.00009
57.7156,0,1,10.71,-38.078,-1.080,-2.628,0.00008,0.00069,0.00058,0.604,-0.220,-5.126,-76.760,-0.190,-0.140,77.481,0.998984,0.005179,-0.002156,-0.044711,0.783909,-0.620872,-0.000539,-0.001990,0.944935,-0.326318,-0.001428,-0.024752,0.00119,0.00217,0.00099,-0.00103,-0.00078,0.00018
58.1154,0,1,399.81,-38.080,-1.080,-2.630,-0.00005,-0.00038,-0.00035,0.604,-0.221,-5.128,-76.763,-0.188,-0.144,77.484,0.998983,0.005178,-0.002165,-0.044729,0.783891,-0.620895,-0.000507,-0.002003,0.944930,-0.326332,-0.001416,-0.024768,-0.00041,0.00030,-0.00141,0.00031,-0.00106,0.00071
58.1284,0,1,12.98,-38.084,-1.077,-2.631,-0.00111,0.00028,0.00085,0.600,-0.223,-5.131,-76.767,-0.181,-0.145,77.485,0.998983,0.005146,-0.002175,-0.044747,0.783868,-0.620924,-0.000452,-0.001973,0.944918,-0.326365,-0.001392,-0.024762,-0.00094,0.00190,0.00046,-0.00127,-0.00133,0.00123
58.4523,0,1,323.93,-38.080,-1.081,-2.631,0.00009,0.00069,-0.00009,0.603,-0.230,-5.130,-76.762,-0.183,-0.149,77.483,0.998983,0.005171,-0.002238,-0.044741,0.783897,-0.620887,-0.000448,-0.002013,0.944930,-0.326331,-0.001424,-0.024780,0.00013,0.00058,-0.00007,0.00005,0.00080,-0.00010
58.7290,0,1,276.62,-38.081,-1.080,-2.629,-0.00111,-0.00038,0.00071,0.603,-0.228,-5.128,-76.764,-0.182,-0.146,77.485,0.998984,0.005170,-0.002228,-0.044724,0.783886,-0.620902,-0.000456,-0.001989,0.944927,-0.326340,-0.001422,-0.024758,-0.00094,0.00004,0.00019,-0.00128,-0.00080,0.00123
58.7532,0,1,24.26,-38.077,-1.078,-2.627,-0.00031,0.00029,0.00017,0.608,-0.219,-5.125,-76.762,-0.186,-0.141,77.487,0.998984,0.005215,-0.002146,-0.044701,0.783899,-0.620885,-0.000511,-0.001972,0.944939,-0.326309,-0.001409,-0.024737,-0.00015,0.00109,0.00045,-0.00047,-0.00052,-0.00010
59.0541,0,1,300.91,-38.075,-1.081,-2.623,0.00035,0.00003,0.00137,0.607,-0.222,-5.124,-76.755,-0.189,-0.133,77.480,0.998985,0.005203,-0.002168,-0.044693,0.783932,-0.620844,-0.000573,-0.001931,0.944946,-0.326289,-0.001453,-0.024710,0.00012,0.00003,0.00205,0.00059,0.00003,0.00069
59.0575,0,1,3.34,-38.074,-1.082,-2.624,0.00115,0.00003,-0.00036,0.608,-0.222,-5.126,-76.755,-0.189,-0.133,77.482,0.998984,0.005216,-0.002173,-0.044707,0.783932,-0.620844,-0.000573,-0.001931,0.944948,-0.326284,-0.001455,-0.024718,0.00172,0.00003,-0.00142,0.00059,0.00003,0.00069
59.5527,0,1,495.24,-38.077,-1.078,-2.621,-0.00071,-0.00050,-0.00011,0.604,-0.222,-5.119,-76.758,-0.185,-0.135,77.480,0.998987,0.005183,-0.002167,-0.044649,0.783920,-0.620859,-0.000534,-0.001926,0.944940,-0.326308,-0.001432,-0.024685,-0.00042,-0.00157,-0.00037,-0.00100,0.00056,0.00014
59.5602,0,1,7.50,-38.074,-1.078,-2.615,-0.00005,0.00097,0.00067,0.611,-0.225,-5.109,-76.758,-0.184,-0.136,77.487,0.998991,0.005242,-0.002199,-0.044558,0.783916,-0.620864,-0.000525,-0.001929,0.944950,-0.326283,-0.001444,-0.024639,0.00009,0.00084,0.00148,-0.00019,0.00109,-0.00013
59.6679,0,1,107.66,-38.074,-1.079,-2.617,0.00009,0.00016,-0.00026,0.612,-0.223,-5.112,-76.759,-0.188,-0.135,77.488,0.998990,0.005247,-0.002184,-0.044583,0.783913,-0.620867,-0.000558,-0.001942,0.944950,-0.326282,-0.001453,-0.024659,0.00009,0.00031,-0.00172,0.00008,0.00002,0.00121
59.6821,0,1,14.25,-38.075,-1.079,-2.617,-0.00058,0.00016,0.00095,0.610,-0.223,-5.111,-76.759,-0.188,-0.135,77.486,0.998990,0.005232,-0.002183,-0.044576,0.783913,-0.620867,-0.000558,-0.001942,0.944947,-0.326289,-0.001452,-0.024655,-0.00124,0.00031,0.00068,0.00008,0.00002,0.00121
60.5857,0,1,903.56,-38.073,-1.072,-2.631,0.00036,0.00053,0.00002,0.610,-0.209,-5.117,-76.756,-0.192,-0.151,77.483,0.998988,0.005235,-0.002059,-0.044633,0.783929,-0.620847,-0.000493,-0.002071,0.944949,-0.326276,-0.001353,-0.024753,-0.00017,0.00162,-0.00037,0.00089,-0.00055,0.00041
